Paragraph,Characters,Character Bucket,Words,Word Bucket,Sentiment,Line
1541,3,000-010,1,000-002,1,"YES"
1541,27,026-050,6,006-008,0,"and the bedpost was his own"
1541,41,051-075,10,009-010,0,"The bed was his own, the room was his own"
1541,76,076-010,16,016-020,0.375,"Best and happiest of all, the Time before him was his own, to make amends in"
1542,53,051-075,11,011-015,0.18181818181818182,"'I will live in the Past, the Present, and the Future"
1542,44,051-075,8,006-008,0,"Scrooge repeated, as he scrambled out of bed"
1542,48,051-075,9,009-010,0.2222222222222222,"'The Spirits of all Three shall strive within me"
1542,15,011-025,3,003-005,0,"Oh Jacob Marley"
1542,50,051-075,9,009-010,0.3333333333333333,"Heaven, and the Christmas Time be praised for this"
1542,44,051-075,11,011-015,0,"I say it on my knees, old Jacob; on my knees"
1543,116,101-125,21,021-025,0.09523809523809523,"He was so fluttered and so glowing with his good intentions, that his broken voice would scarcely answer to his call"
1543,94,076-010,18,016-020,-0.3888888888888889,"He had been sobbing violently in his conflict with the Spirit, and his face was wet with tears"
1544,124,101-125,23,021-025,0.2608695652173913,"'They are not torn down,' cried Scrooge, folding one of his bed-curtains in his arms, 'they are not torn down, rings and all"
1544,90,076-010,16,016-020,0,"They are here--I am here--the shadows of the things that would have been, may be dispelled"
1544,12,011-025,3,003-005,0,"They will be"
1544,16,011-025,4,003-005,0,"I know they will"
1545,186,176-200,31,031-035,0,"His hands were busy with his garments all this time; turning them inside out, putting them on upside down, tearing them, mislaying them, making them parties to every kind of extravagance"
1546,24,026-050,6,006-008,0,"'I don't know what to do"
1546,113,101-125,19,016-020,-0.05263157894736842,"cried Scrooge, laughing and crying in the same breath; and making a perfect Laocoön of himself with his stockings"
1546,84,076-010,21,021-025,0.2857142857142857,"'I am as light as a feather, I am as happy as an angel, I am as merry as a schoolboy"
1546,30,026-050,8,006-008,-0.25,"I am as giddy as a drunken man"
1546,30,026-050,5,003-005,0.6,"A merry Christmas to everybody"
1546,33,026-050,8,006-008,0.375,"A happy New Year to all the world"
1546,10,011-025,2,000-002,0,"Hallo here"
1546,5,000-010,1,000-002,0,"Whoop"
1546,5,000-010,1,000-002,0,"Hallo"
1547,82,076-010,13,011-015,0.23076923076923078,"He had frisked into the sitting-room, and was now standing there: perfectly winded"
1548,43,051-075,8,006-008,0,"'There's the saucepan that the gruel was in"
1548,64,076-010,10,009-010,-0.2,"cried Scrooge, starting off again, and going round the fireplace"
1548,61,051-075,11,011-015,-0.09090909090909091,"'There's the door, by which the Ghost of Jacob Marley entered"
1548,60,051-075,10,009-010,-0.3,"There's the corner where the Ghost of Christmas Present, sat"
1548,52,051-075,9,009-010,0.2222222222222222,"There's the window where I saw the wandering Spirits"
1548,46,051-075,9,009-010,0,"It's all right, it's all true, it all happened"
1548,8,000-010,3,003-005,2,"Ha ha ha"
1549,115,101-125,23,021-025,0.17391304347826086,"Really, for a man who had been out of practice for so many years, it was a splendid laugh, a most illustrious laugh"
1549,51,051-075,10,009-010,0.4,"The father of a long, long line of brilliant laughs"
1550,41,051-075,10,009-010,0,"'I don't know what day of the month it is"
1550,12,011-025,2,000-002,0,"said Scrooge"
1550,50,051-075,10,009-010,0.1,"'I don't know how long I've been among the Spirits"
1550,21,011-025,4,003-005,0,"I don't know anything"
1550,16,011-025,4,003-005,0,"I'm quite a baby"
1550,10,011-025,2,000-002,0,"Never mind"
1550,12,011-025,3,003-005,0.6666666666666666,"I don't care"
1550,20,011-025,5,003-005,0,"I'd rather be a baby"
1550,5,000-010,1,000-002,0,"Hallo"
1550,5,000-010,1,000-002,0,"Whoop"
1550,10,011-025,2,000-002,0,"Hallo here"
1551,97,076-010,18,016-020,0,"He was checked in his transports by the churches ringing out the lustiest peals he had ever heard"
1551,38,026-050,6,006-008,0,"Clash, clang, hammer; ding, dong, bell"
1551,38,026-050,6,006-008,-0.3333333333333333,"Bell, dong, ding; hammer, clang, clash"
1551,22,026-050,3,003-005,0.6666666666666666,"Oh, glorious, glorious"
1552,57,051-075,12,011-015,0,"Running to the window, he opened it, and put out his head"
1552,155,151-175,26,026-030,-0.38461538461538464,"No fog, no mist; clear, bright, jovial, stirring, cold; cold, piping for the blood to dance to; Golden sunlight; Heavenly sky; sweet fresh air; merry bells"
1552,12,011-025,2,000-002,1,"Oh, glorious"
1552,8,000-010,1,000-002,2,"Glorious"
1553,14,011-025,2,000-002,0,"'What's to-day"
1553,105,101-125,19,016-020,-0.10526315789473684,"cried Scrooge, calling downward to a boy in Sunday clothes, who perhaps had loitered in to look about him"
1554,3,000-010,1,000-002,0,"'EH"
1554,46,051-075,9,009-010,0.4444444444444444,"returned the boy, with all his might of wonder"
1555,30,026-050,5,003-005,-0.4,"'What's to-day, my fine fellow"
1555,12,011-025,2,000-002,0,"said Scrooge"
1556,7,000-010,1,000-002,0,"'To-day"
1556,15,011-025,3,003-005,0,"replied the boy"
1556,19,011-025,3,003-005,0,"'Why, CHRISTMAS DAY"
1557,19,011-025,3,003-005,0,"'It's Christmas Day"
1557,23,026-050,4,003-005,0,"said Scrooge to himself"
1557,20,011-025,4,003-005,-0.5,"'I haven't missed it"
1557,41,051-075,9,009-010,0.2222222222222222,"The Spirits have done it all in one night"
1557,30,026-050,6,006-008,0.3333333333333333,"They can do anything they like"
1557,18,011-025,4,003-005,0,"Of course they can"
1557,18,011-025,4,003-005,0,"Of course they can"
1557,21,011-025,4,003-005,-0.5,"Hallo, my fine fellow"
1558,6,000-010,1,000-002,0,"'Hallo"
1558,16,011-025,3,003-005,0,"returned the boy"
1559,71,076-010,14,011-015,-0.14285714285714285,"'Do you know the Poulterer's, in the next street but one, at the corner"
1559,16,011-025,2,000-002,0,"Scrooge inquired"
1560,38,026-050,8,006-008,0.25,"'I should hope I did,' replied the lad"
1561,19,011-025,3,003-005,0.6666666666666666,"'An intelligent boy"
1561,12,011-025,2,000-002,0,"said Scrooge"
1561,17,011-025,3,003-005,0.6666666666666666,"'A remarkable boy"
1561,75,076-010,14,011-015,0,"Do you know whether they've sold the prize Turkey that was hanging up there"
1561,42,051-075,8,006-008,0.125,"--Not the little prize Turkey: the big one"
1562,27,026-050,7,006-008,0.14285714285714285,"'What, the one as big as me"
1562,16,011-025,3,003-005,0,"returned the boy"
1563,22,026-050,4,003-005,0.75,"'What a delightful boy"
1563,12,011-025,2,000-002,0,"said Scrooge"
1563,31,026-050,7,006-008,0.42857142857142855,"'It's a pleasure to talk to him"
1563,12,011-025,3,003-005,0,"Yes, my buck"
1564,41,051-075,7,006-008,0,"'It's hanging there now,' replied the boy"
1565,6,000-010,2,000-002,0,"'Is it"
1565,12,011-025,2,000-002,0,"said Scrooge"
1565,14,011-025,4,003-005,0,"'Go and buy it"
1566,8,000-010,1,000-002,0,"'Walk-ER"
1566,17,011-025,3,003-005,0,"exclaimed the boy"
1567,40,026-050,8,006-008,0.25,"'No, no,' said Scrooge, 'I am in earnest"
1567,97,076-010,22,021-025,0,"Go and buy it, and tell 'em to bring it here, that I may give them the direction where to take it"
1567,52,051-075,11,011-015,0.09090909090909091,"Come back with the man, and I'll give you a shilling"
1567,75,076-010,14,011-015,0.07142857142857142,"Come back with him in less than five minutes and I'll give you half-a-crown"
1568,27,026-050,7,006-008,0.2857142857142857,"The boy was off like a shot"
1568,86,076-010,20,016-020,0,"He must have had a steady hand at a trigger who could have got a shot off half so fast"
1569,31,026-050,6,006-008,0,"'I'll send it to Bob Cratchit's"
1569,64,076-010,10,009-010,0.1,"whispered Scrooge, rubbing his hands, and splitting with a laugh"
1569,29,026-050,6,006-008,0,"'He sha'n't know who sends it"
1569,31,026-050,7,006-008,0,"It's twice the size of Tiny Tim"
1569,64,076-010,14,011-015,-0.14285714285714285,"Joe Miller never made such a joke as sending it to Bob's will be"
1570,180,176-200,35,031-035,0,"The hand in which he wrote the address was not a steady one, but write it he did, somehow, and went down-stairs to open the street door, ready for the coming of the poulterer's man"
1570,66,076-010,12,011-015,0,"As he stood there, waiting his arrival, the knocker caught his eye"
1571,35,026-050,9,009-010,0.3333333333333333,"'I shall love it, as long as I live"
1571,39,026-050,7,006-008,-0.2857142857142857,"cried Scrooge, patting it with his hand"
1571,36,026-050,7,006-008,0,"'I scarcely ever looked at it before"
1571,44,051-075,9,009-010,0.4444444444444444,"What an honest expression it has in its face"
1571,24,026-050,4,003-005,1,"It's a wonderful knocker"
1571,19,011-025,3,003-005,0,"--Here's the Turkey"
1571,5,000-010,1,000-002,0,"Hallo"
1571,5,000-010,1,000-002,0,"Whoop"
1571,11,011-025,3,003-005,0,"How are you"
1571,15,011-025,2,000-002,1.5,"Merry Christmas"
1572,15,011-025,4,003-005,0,"It was a Turkey"
1572,50,051-075,10,009-010,0,"He never could have stood upon his legs, that bird"
1572,75,076-010,14,011-015,0.14285714285714285,"He would have snapped 'em short off in a minute, like sticks of sealing-wax"
1573,65,076-010,11,011-015,0,"'Why, it's impossible to carry that to Camden Town,' said Scrooge"
1573,20,011-025,5,003-005,0,"'You must have a cab"
1574,307,more,59,056-060,-0.03389830508474576,"The chuckle with which he said this, and the chuckle with which he paid for the Turkey, and the chuckle with which he paid for the cab, and the chuckle with which he recompensed the boy, were only to be exceeded by the chuckle with which he sat down breathless in his chair again, and chuckled till he cried"
1575,150,126-150,28,026-030,-0.03571428571428571,"Shaving was not an easy task, for his hand continued to shake very much; and shaving requires attention, even when you don't dance while you are at it"
1575,123,101-125,25,021-025,0.04,"But if he had cut the end of his nose off, he would have put a piece of sticking-plaister over it, and been quite satisfied"
1576,74,076-010,15,011-015,0,"He dressed himself 'all in his best,' and at last got out into the streets"
1576,189,176-200,34,031-035,0.11764705882352941,"The people were by this time pouring forth, as he had seen them with the Ghost of Christmas Present; and walking with his hands behind him, Scrooge regarded every one with a delighted smile"
1576,112,101-125,18,016-020,0.1111111111111111,"He looked so irresistibly pleasant, in a word, that three or four good-humoured fellows said, 'Good morning, sir"
1576,24,026-050,5,003-005,0.6,"A merry Christmas to you"
1576,119,101-125,22,021-025,0.09090909090909091,"And Scrooge said often afterwards, that of all the blithe sounds he had ever heard, those were the blithest in his ears"
1577,177,176-200,31,031-035,0,"He had not gone far, when coming on towards him he beheld the portly gentleman, who had walked into his counting-house the day before, and said, 'Scrooge and Marley's, I believe"
1577,160,151-175,33,031-035,0.030303030303030304,"It sent a pang across his heart to think how this old gentleman would look upon him when they met; but he knew what path lay straight before him, and he took it"
1578,96,076-010,17,016-020,0.11764705882352941,"'My dear sir,' said Scrooge, quickening his pace, and taking the old gentleman by both his hands"
1578,14,011-025,4,003-005,0,"'How do you do"
1578,30,026-050,5,003-005,1,"I hope you succeeded yesterday"
1578,23,026-050,6,006-008,0.3333333333333333,"It was very kind of you"
1578,29,026-050,6,006-008,0.5,"A merry Christmas to you, sir"
1579,3,000-010,1,000-002,0,"'Mr"
1579,7,000-010,1,000-002,0,"Scrooge"
1580,19,011-025,3,003-005,0,"'Yes,' said Scrooge"
1580,58,051-075,14,011-015,-0.35714285714285715,"'That is my name, and I fear it may not be pleasant to you"
1580,27,026-050,6,006-008,0.5,"Allow me to ask your pardon"
1580,66,076-010,11,011-015,0,"And will you have the goodness'--here Scrooge whispered in his ear"
1581,14,011-025,3,003-005,1,"'Lord bless me"
1581,53,051-075,10,009-010,-0.2,"cried the gentleman, as if his breath were taken away"
1581,11,011-025,3,003-005,0.6666666666666666,"'My dear Mr"
1581,24,026-050,4,003-005,0,"Scrooge, are you serious"
1582,29,026-050,5,003-005,0,"'If you please,' said Scrooge"
1582,20,011-025,4,003-005,0,"'Not a farthing less"
1582,59,051-075,11,011-015,0.2727272727272727,"A great many back-payments are included in it, I assure you"
1582,26,026-050,6,006-008,0.3333333333333333,"Will you do me that favour"
1583,53,051-075,10,009-010,0.2,"'My dear sir,' said the other, shaking hands with him"
1583,43,051-075,9,009-010,0,"'I don't know what to say to such munifi--'"
1584,46,051-075,6,006-008,0,"'Don't say anything, please,' retorted Scrooge"
1584,16,011-025,4,003-005,0,"'Come and see me"
1584,24,026-050,6,006-008,0,"Will you come and see me"
1585,7,000-010,2,000-002,0,"'I will"
1585,23,026-050,4,003-005,-0.5,"cried the old gentleman"
1585,34,026-050,9,009-010,0.1111111111111111,"And it was clear he meant to do it"
1586,24,026-050,3,003-005,0,"'Thank'ee,' said Scrooge"
1586,25,026-050,6,006-008,0,"'I am much obliged to you"
1586,23,026-050,5,003-005,0.4,"I thank you fifty times"
1586,9,011-025,2,000-002,1.5,"Bless you"
1587,268,251-275,47,046-050,0.0425531914893617,"He went to church, and walked about the streets, and watched the people hurrying to and fro, and patted children on the head, and questioned beggars, and looked down into the kitchens of houses, and up to the windows, and found that everything could yield him pleasure"
1587,83,076-010,13,011-015,-0.3076923076923077,"He had never dreamed that any walk--that anything--could give him so much happiness"
1587,63,076-010,11,011-015,0,"In the afternoon he turned his steps towards his nephew's house"
1588,78,076-010,17,016-020,0.11764705882352941,"He passed the door a dozen times, before he had the courage to go up and knock"
1588,31,026-050,8,006-008,0,"But he made a dash, and did it:"
1589,32,026-050,7,006-008,0.2857142857142857,"'Is your master at home, my dear"
1589,24,026-050,5,003-005,0,"said Scrooge to the girl"
1589,9,011-025,2,000-002,1.5,"Nice girl"
1589,4,000-010,1,000-002,0,"Very"
1590,9,011-025,2,000-002,0,"'Yes, sir"
1591,21,011-025,5,003-005,0.4,"'Where is he, my love"
1591,12,011-025,2,000-002,0,"said Scrooge"
1592,50,051-075,8,006-008,0,"'He's in the dining-room, sir, along with mistress"
1592,38,026-050,7,006-008,0.42857142857142855,"I'll show you up-stairs, if you please"
1593,9,011-025,1,000-002,0,"'Thank'ee"
1593,73,076-010,13,011-015,0,"He knows me,' said Scrooge, with his hand already on the dining-room lock"
1593,25,026-050,6,006-008,0.3333333333333333,"'I'll go in here, my dear"
1594,59,051-075,12,011-015,0,"He turned it gently, and sidled his face in, round the door"
1594,174,151-175,31,031-035,0.16129032258064516,"They were looking at the table (which was spread out in great array); for these young housekeepers are always nervous on such points, and like to see that everything is right"
1595,5,000-010,1,000-002,0,"'Fred"
1595,12,011-025,2,000-002,0,"said Scrooge"
1596,51,051-075,9,009-010,0.2222222222222222,"Dear heart alive, how his niece by marriage started"
1596,134,126-150,24,021-025,-0.08333333333333333,"Scrooge had forgotten, for the moment, about her sitting in the corner with the footstool, or he wouldn't have done it, on any account"
1597,18,011-025,4,003-005,0.75,"'Why bless my soul"
1597,23,026-050,4,003-005,-0.5,"cried Fred, 'who's that"
1598,7,000-010,2,000-002,0,"'It's I"
1598,18,011-025,3,003-005,0,"Your uncle Scrooge"
1598,21,011-025,5,003-005,0,"I have come to dinner"
1598,24,026-050,6,006-008,0,"Will you let me in, Fred"
1599,10,011-025,3,003-005,0,"Let him in"
1599,41,051-075,10,009-010,0.2,"It is a mercy he didn't shake his arm off"
1599,30,026-050,7,006-008,0,"He was at home in five minutes"
1599,25,026-050,4,003-005,0,"Nothing could be heartier"
1599,30,026-050,6,006-008,0,"His niece looked just the same"
1599,26,026-050,6,006-008,0,"So did Topper when he came"
1599,37,026-050,8,006-008,0,"So did the plump sister when she came"
1599,31,026-050,7,006-008,0,"So did every one when they came"
1599,76,076-010,8,006-008,1.875,"Wonderful party, wonderful games, wonderful unanimity, won-der-ful happiness"
1600,43,051-075,9,009-010,0,"But he was early at the office next morning"
1600,22,026-050,5,003-005,0,"Oh, he was early there"
1600,67,076-010,13,011-015,0,"If he could only be there first, and catch Bob Cratchit coming late"
1600,44,051-075,10,009-010,0,"That was the thing he had set his heart upon"
1601,26,026-050,7,006-008,0,"And he did it; yes, he did"
1601,21,011-025,4,003-005,-0.25,"The clock struck nine"
1601,6,000-010,2,000-002,0,"No Bob"
1601,14,011-025,3,003-005,0,"A quarter past"
1601,6,000-010,2,000-002,0,"No Bob"
1601,55,051-075,11,011-015,0,"He was full eighteen minutes and a half behind his time"
1601,77,076-010,16,016-020,0,"Scrooge sat with his door wide open, that he might see him come into the Tank"
1602,61,051-075,12,011-015,0.16666666666666666,"His hat was off, before he opened the door; his comforter too"
1602,104,101-125,22,021-025,0,"He was on his stool in a jiffy; driving away with his pen, as if he were trying to overtake nine o'clock"
1603,6,000-010,1,000-002,0,"'Hallo"
1603,70,076-010,13,011-015,0,"growled Scrooge, in his accustomed voice, as near as he could feign it"
1603,52,051-075,12,011-015,0,"'What do you mean by coming here at this time of day"
1604,32,026-050,7,006-008,0,"'I am very sorry, sir,' said Bob"
1604,20,011-025,5,003-005,0,"'I am behind my time"
1605,8,000-010,2,000-002,0,"'You are"
1605,16,011-025,2,000-002,0,"repeated Scrooge"
1605,4,000-010,1,000-002,0,"'Yes"
1605,15,011-025,4,003-005,0,"I think you are"
1605,33,026-050,7,006-008,0.42857142857142855,"Step this way, sir, if you please"
1606,66,076-010,12,011-015,0,"'It's only once a year, sir,' pleaded Bob, appearing from the Tank"
1606,25,026-050,5,003-005,0,"'It shall not be repeated"
1606,40,026-050,7,006-008,0.42857142857142855,"I was making rather merry yesterday, sir"
1607,106,101-125,21,021-025,0,"'Now, I'll tell you what, my friend,' said Scrooge, 'I am not going to stand this sort of thing any longer"
1607,187,176-200,34,031-035,0.029411764705882353,"And therefore,' he continued, leaping from his stool, and giving Bob such a dig in the waistcoat that he staggered back into the Tank again; 'and therefore I am about to raise your salary"
1608,50,051-075,10,009-010,0,"Bob trembled, and got a little nearer to the ruler"
1608,141,126-150,26,026-030,0.07692307692307693,"He had a momentary idea of knocking Scrooge down with it, holding him, and calling to the people in the court for help and a strait-waistcoat"
1609,23,026-050,4,003-005,0.75,"'A merry Christmas, Bob"
1609,91,076-010,17,016-020,0.058823529411764705,"said Scrooge, with an earnestness that could not be mistaken, as he clapped him on the back"
1609,81,076-010,16,016-020,0.1875,"'A merrier Christmas, Bob, my good fellow, than I have given you, for many a year"
1609,170,151-175,28,026-030,-0.07142857142857142,"I'll raise your salary, and endeavour to assist your struggling family, and we will discuss your affairs this very afternoon, over a Christmas bowl of smoking bishop, Bob"
1609,86,076-010,15,011-015,0,"Make up the fires, and buy another coal-scuttle before you dot another i, Bob Cratchit"
1610,32,026-050,6,006-008,0.3333333333333333,"Scrooge was better than his word"
1610,92,076-010,20,016-020,0,"He did it all, and infinitely more; and to Tiny Tim, who did NOT die, he was a second father"
1610,159,151-175,35,031-035,0.5142857142857142,"He became as good a friend, as good a master, and as good a man, as the good old city knew, or any other good old city, town, or borough, in the good old world"
1610,426,more,81,more,-0.012345679012345678,"Some people laughed to see the alteration in him, but he let them laugh, and little heeded them; for he was wise enough to know that nothing ever happened on this globe, for good, at which some people did not have their fill of laughter in the outset; and knowing that such as these would be blind anyway, he thought it quite as well that they should wrinkle up their eyes in grins, as have the malady in less attractive forms"
1610,56,051-075,11,011-015,0,"His own heart laughed: and that was quite enough for him"
1611,220,201-225,38,036-040,-0.02631578947368421,"He had no further intercourse with Spirits, but lived upon the Total Abstinence Principle, ever afterwards; and it was always said of him, that he knew how to keep Christmas well, if any man alive possessed the knowledge"
1611,43,051-075,11,011-015,0.18181818181818182,"May that be truly said of us, and all of us"
1611,53,051-075,11,011-015,0.36363636363636365,"And so, as Tiny Tim observed, God bless Us, Every One"
1612,25,026-050,7,006-008,-0.2857142857142857,"It is a sin to write this"
1612,97,076-010,23,021-025,-0.08695652173913043,"It is a sin to think words no others think and to put them down upon a paper no others are to see"
1612,19,011-025,5,003-005,-0.6,"It is base and evil"
1612,57,051-075,14,011-015,-0.14285714285714285,"It is as if we were speaking alone to no ears but our own"
1612,81,076-010,16,016-020,0.25,"And we know well that there is no transgression blacker than to do or think alone"
1612,23,026-050,5,003-005,-0.2,"We have broken the laws"
1612,79,076-010,16,016-020,0,"The laws say that men may not write unless the Council of Vocations bid them so"
1612,18,011-025,4,003-005,0,"May we be forgiven"
1613,36,026-050,9,009-010,0,"But this is not the only sin upon us"
1613,70,076-010,14,011-015,0.07142857142857142,"We have committed a greater crime, and for this crime there is no name"
1613,146,126-150,31,031-035,0,"What punishment awaits us if it be discovered we know not, for no such crime has come in the memory of men and there are no laws to provide for it"
1614,15,011-025,4,003-005,-0.25,"It is dark here"
1614,47,051-075,10,009-010,0,"The flame of the candle stands still in the air"
1614,55,051-075,11,011-015,0.09090909090909091,"Nothing moves in this tunnel save our hand on the paper"
1614,33,026-050,7,006-008,-0.2857142857142857,"We are alone here under the earth"
1614,27,026-050,6,006-008,-0.6666666666666666,"It is a fearful word, alone"
1614,129,126-150,27,026-030,-0.07407407407407407,"The laws say that none among men may be alone, ever and at any time, for this is the great transgression and the root of all evil"
1614,28,026-050,6,006-008,-0.16666666666666666,"But we have broken many laws"
1614,165,151-175,35,031-035,0.05714285714285714,"And now there is nothing here save our one body, and it is strange to see only two legs stretched on the ground, and on the wall before us the shadow of our one head"
1615,107,101-125,19,016-020,0,"The walls are cracked and water runs upon them in thin threads without sound, black and glistening as blood"
1615,70,076-010,14,011-015,-0.14285714285714285,"We stole the candle from the larder of the Home of the Street Sweepers"
1615,92,076-010,17,016-020,-0.23529411764705882,"We shall be sentenced to ten years in the Palace of Corrective Detention if it be discovered"
1615,20,011-025,4,003-005,0.25,"But this matters not"
1615,127,126-150,27,026-030,0.2222222222222222,"It matters only that the light is precious and we should not waste it to write when we need it for that work which is our crime"
1615,70,076-010,12,011-015,0.16666666666666666,"Nothing matters save the work, our secret, our evil, our precious work"
1615,65,076-010,12,011-015,0.3333333333333333,"Still, we must also write, for—may the Council have mercy upon us"
1615,49,051-075,12,011-015,0.08333333333333333,"—we wish to speak for once to no ears but our own"
1616,131,126-150,26,026-030,-0.038461538461538464,"Our name is Equality 7-2521, as it is written on the iron bracelet which all men wear on their left wrists with their names upon it"
1616,27,026-050,5,003-005,0,"We are twenty-one years old"
1616,92,076-010,21,021-025,0,"We are six feet tall, and this is a burden, for there are not many men who are six feet tall"
1616,74,076-010,14,011-015,0.07142857142857142,"Ever have the Teachers and the Leaders pointed to us and frowned and said:"
1617,105,101-125,19,016-020,-0.05263157894736842,"“There is evil in your bones, Equality 7-2521, for your body has grown beyond the bodies of your brothers"
1617,45,051-075,10,009-010,0,"” But we cannot change our bones nor our body"
1618,25,026-050,6,006-008,-0.16666666666666666,"We were born with a curse"
1618,55,051-075,10,009-010,0.4,"It has always driven us to thoughts which are forbidden"
1618,52,051-075,11,011-015,0.36363636363636365,"It has always given us wishes which men may not wish"
1618,78,076-010,19,016-020,-0.21052631578947367,"We know that we are evil, but there is no will in us and no power to resist it"
1618,70,076-010,15,011-015,0.26666666666666666,"This is our wonder and our secret fear, that we know and do not resist"
1619,67,076-010,15,011-015,0.13333333333333333,"We strive to be like all our brother men, for all men must be alike"
1619,141,126-150,26,026-030,-0.038461538461538464,"Over the portals of the Palace of the World Council, there are words cut in the marble, which we repeat to ourselves whenever we are tempted:"
1620,33,026-050,9,009-010,0,"“WE ARE ONE IN ALL AND ALL IN ONE"
1621,39,026-050,9,009-010,-0.3333333333333333,"THERE ARE NO MEN BUT ONLY THE GREAT WE,"
1622,28,026-050,4,003-005,0,"ONE, INDIVISIBLE AND FOREVER"
1622,1,000-010,1,000-002,0,"”"
1623,48,051-075,10,009-010,0.4,"We repeat this to ourselves, but it helps us not"
1624,29,026-050,6,006-008,-0.3333333333333333,"These words were cut long ago"
1624,132,126-150,25,021-025,0,"There is green mould in the grooves of the letters and yellow streaks on the marble, which come from more years than men could count"
1624,134,126-150,27,026-030,0,"And these words are the truth, for they are written on the Palace of the World Council, and the World Council is the body of all truth"
1624,93,076-010,18,016-020,0.2777777777777778,"Thus has it been ever since the Great Rebirth, and farther back than that no memory can reach"
1625,137,126-150,25,021-025,0.04,"But we must never speak of the times before the Great Rebirth, else we are sentenced to three years in the Palace of Corrective Detention"
1625,88,076-010,19,016-020,-0.10526315789473684,"It is only the Old Ones who whisper about it in the evenings, in the Home of the Useless"
1625,191,176-200,33,031-035,0,"They whisper many strange things, of the towers which rose to the sky, in those Unmentionable Times, and of the wagons which moved without horses, and of the lights which burned without flame"
1625,25,026-050,5,003-005,-0.6,"But those times were evil"
1625,153,151-175,32,031-035,0.0625,"And those times passed away, when men saw the Great Truth which is this: that all men are one and that there is no will save the will of all men together"
1626,25,026-050,6,006-008,0.5,"All men are good and wise"
1626,67,076-010,14,011-015,-0.21428571428571427,"It is only we, Equality 7-2521, we alone who were born with a curse"
1626,32,026-050,7,006-008,-0.2857142857142857,"For we are not like our brothers"
1626,193,176-200,39,036-040,0.1282051282051282,"And as we look back upon our life, we see that it has ever been thus and that it has brought us step by step to our last, supreme transgression, our crime of crimes hidden here under the ground"
1627,157,151-175,32,031-035,0.0625,"We remember the Home of the Infants where we lived till we were five years old, together with all the children of the City who had been born in the same year"
1627,90,076-010,17,016-020,0.17647058823529413,"The sleeping halls there were white and clean and bare of all things save one hundred beds"
1627,100,076-010,18,016-020,0.16666666666666666,"We were just like all our brothers then, save for the one transgression: we fought with our brothers"
1627,103,101-125,19,016-020,-0.21052631578947367,"There are few offenses blacker than to fight with our brothers, at any age and for any cause whatsoever"
1627,113,101-125,24,021-025,0.08333333333333333,"The Council of the Home told us so, and of all the children of that year, we were locked in the cellar most often"
1628,127,126-150,26,026-030,0,"When we were five years old, we were sent to the Home of the Students, where there are ten wards, for our ten years of learning"
1628,51,051-075,9,009-010,0.1111111111111111,"Men must learn till they reach their fifteenth year"
1628,20,011-025,5,003-005,0,"Then they go to work"
1628,115,101-125,26,026-030,0.038461538461538464,"In the Home of the Students we arose when the big bell rang in the tower and we went to our beds when it rang again"
1628,160,151-175,30,026-030,0.16666666666666666,"Before we removed our garments, we stood in the great sleeping hall, and we raised our right arms, and we said all together with the three Teachers at the head:"
1629,15,011-025,3,003-005,0,"“We are nothing"
1629,14,011-025,3,003-005,0,"Mankind is all"
1629,53,051-075,11,011-015,0.45454545454545453,"By the grace of our brothers are we allowed our lives"
1629,59,051-075,12,011-015,0,"We exist through, by and for our brothers who are the State"
1629,4,000-010,1,000-002,0,"Amen"
1629,1,000-010,1,000-002,0,"”"
1630,13,011-025,3,003-005,0,"Then we slept"
1630,84,076-010,16,016-020,0.1875,"The sleeping halls were white and clean and bare of all things save one hundred beds"
1631,78,076-010,15,011-015,-0.2,"We, Equality 7-2521, were not happy in those years in the Home of the Students"
1631,48,051-075,11,011-015,-0.09090909090909091,"It was not that the learning was too hard for us"
1631,37,026-050,8,006-008,0.125,"It was that the learning was too easy"
1631,62,076-010,15,011-015,0.2,"This is a great sin, to be born with a head which is too quick"
1631,87,076-010,19,016-020,-0.10526315789473684,"It is not good to be different from our brothers, but it is evil to be superior to them"
1631,66,076-010,13,011-015,0.23076923076923078,"The Teachers told us so, and they frowned when they looked upon us"
1632,31,026-050,6,006-008,-0.16666666666666666,"So we fought against this curse"
1632,56,051-075,10,009-010,-0.2,"We tried to forget our lessons, but we always remembered"
1632,111,101-125,19,016-020,0,"We tried not to understand what the Teachers taught, but we always understood it before the Teachers had spoken"
1632,206,201-225,43,041-045,0.09302325581395349,"We looked upon Union 5-3992, who were a pale boy with only half a brain, and we tried to say and do as they did, that we might be like them, like Union 5-3992, but somehow the Teachers knew that we were not"
1632,57,051-075,11,011-015,0,"And we were lashed more often than all the other children"
1633,149,126-150,29,026-030,0,"The Teachers were just, for they had been appointed by the Councils, and the Councils are the voice of all justice, for they are the voice of all men"
1633,154,151-175,29,026-030,-0.13793103448275862,"And if sometimes, in the secret darkness of our heart, we regret that which befell us on our fifteenth birthday, we know that it was through our own guilt"
1633,74,076-010,17,016-020,-0.058823529411764705,"We had broken a law, for we had not paid heed to the words of our Teachers"
1633,32,026-050,7,006-008,0.2857142857142857,"The Teachers had said to us all:"
1634,100,076-010,21,021-025,-0.047619047619047616,"“Dare not choose in your minds the work you would like to do when you leave the Home of the Students"
1634,72,076-010,13,011-015,0,"You shall do that which the Council of Vocations shall prescribe for you"
